INSERT INTO RegistroInterventi(Tecnico, Richiesta, Intervento) VALUES
('IGXEDP10I73J564L', 0906, 0001),
('IGXEDP10I73J564L', 0906, 0002),
('IGXEDP10I73J564L', 0906, 0003),
('UJHLTI86P60P714M', 0907, 0001),
('NKXZYL65D42E238A', 0908, 0001),
('NKXZYL65D42E238A', 0908, 0002),
('AOHKMV73J84Q368L', 0909, 0001),
('AOHKMV73J84Q368L', 0909, 0002),
('IOVYGZ84G25I235Q', 0910, 0001),
('CTJOVK64H91O146H', 0910, 0002),
('NKXZYL65D42E238A', 0910, 0003),
('CTJOVK64H91O146H', 0911, 0001),
('CTJOVK64H91O146H', 0911, 0002),
('IOVYGZ84G25I235Q', 0911, 0003),
('XCATMI90N20B604S', 0912, 0001),
('NKXZYL65D42E238A', 0912, 0002),
('TEFJVI96G02K810Z', 0913, 0001),
('AOHKMV73J84Q368L', 0914, 0001),
('AOHKMV73J84Q368L', 0914, 0002),
('AOHKMV73J84Q368L', 0914, 0003),
('IGXEDP10I73J564L', 0915, 0001),
('IGXEDP10I73J564L', 0915, 0002),
('IGXEDP10I73J564L', 0915, 0003),
('AOHKMV73J84Q368L', 0916, 0001),
('AOHKMV73J84Q368L', 0916, 0002),
('NKXZYL65D42E238A', 0917, 0001),
('NKXZYL65D42E238A', 0917, 0002),
('KNOYAI45L56R691S', 0918, 0001),
('WNHIUA46T09L765U', 0919, 0001),
('TWAJOK98R58Y714P', 0919, 0002),
('CTJOVK64H91O146H', 0919, 0003),
('XCATMI90N20B604S', 0920, 0001),
('UJHLTI86P60P714M', 0921, 0001),
('CTJOVK64H91O146H', 0921, 0002),
('AOHKMV73J84Q368L', 0922, 0001),
('IOVYGZ84G25I235Q', 0923, 0001),
('NKXZYL65D42E238A', 0923, 0002),
('IOVYGZ84G25I235Q', 0923, 0003),
('TWAJOK98R58Y714P', 0924, 0001),
('VGYBUT84J41H814C', 0924, 0002),
('UJHLTI86P60P714M', 0924, 0003),
('AOHKMV73J84Q368L', 0925, 0001),
('XKDCTP56B47P209H', 0926, 0001),
('TEFJVI96G02K810Z', 0927, 0001),
('TEFJVI96G02K810Z', 0927, 0002),
('AOHKMV73J84Q368L', 0927, 0003),
('VGYBUT84J41H814C', 0928, 0001),
('VGYBUT84J41H814C', 0928, 0002),
('UJHLTI86P60P714M', 0928, 0003),
('IOVYGZ84G25I235Q', 0929, 0001),
('CTJOVK64H91O146H', 0929, 0002),
('CTJOVK64H91O146H', 0930, 0001),
('CTJOVK64H91O146H', 0930, 0002),
('NKXZYL65D42E238A', 0930, 0003),
('VGYBUT84J41H814C', 0931, 0001),
('UJHLTI86P60P714M', 0931, 0002),
('TEFJVI96G02K810Z', 0932, 0001),
('TEFJVI96G02K810Z', 0932, 0002),
('IOVYGZ84G25I235Q', 0933, 0001),
('CTJOVK64H91O146H', 0933, 0002),
('IOVYGZ84G25I235Q', 0933, 0003),
('AOHKMV73J84Q368L', 0934, 0001),
('AOHKMV73J84Q368L', 0935, 0001),
('AOHKMV73J84Q368L', 0935, 0002),
('AOHKMV73J84Q368L', 0935, 0003),
('NKXZYL65D42E238A', 0936, 0001),
('XCATMI90N20B604S', 0936, 0002),
('IGXEDP10I73J564L', 0937, 0001),
('IGXEDP10I73J564L', 0937, 0002),
('AOHKMV73J84Q368L', 0938, 0001),
('AOHKMV73J84Q368L', 0939, 0001),
('AOHKMV73J84Q368L', 0939, 0002),
('AOHKMV73J84Q368L', 0939, 0003),
('KNOYAI45L56R691S', 0940, 0001),
('UJHLTI86P60P714M', 0941, 0001),
('GLIMAV29E31B520O', 0941, 0002),
('NKXZYL65D42E238A', 0942, 0001),
('NKXZYL65D42E238A', 0943, 0001),
('NKXZYL65D42E238A', 0943, 0002),
('NKXZYL65D42E238A', 0943, 0003),
('IGXEDP10I73J564L', 0944, 0001),
('IGXEDP10I73J564L', 0944, 0002),
('TEFJVI96G02K810Z', 0945, 0001),
('AOHKMV73J84Q368L', 0945, 0002),
('AOHKMV73J84Q368L', 0945, 0003),
('AOHKMV73J84Q368L', 0946, 0001),
('TEFJVI96G02K810Z', 0946, 0002),
('VGYBUT84J41H814C', 0947, 0001),
('CGPMNF06K15T392P', 0947, 0002),
('XCATMI90N20B604S', 0948, 0001),
('XCATMI90N20B604S', 0948, 0002),
('XKDCTP56B47P209H', 0948, 0003),
('XCATMI90N20B604S', 0949, 0001),
('IOVYGZ84G25I235Q', 0950, 0001),
('IGXEDP10I73J564L', 0951, 0001),
('IGXEDP10I73J564L', 0951, 0002),
('IGXEDP10I73J564L', 0951, 0003),
('IGXEDP10I73J564L', 0952, 0001),
('AOHKMV73J84Q368L', 0953, 0001),
('AOHKMV73J84Q368L', 0953, 0002),
('AOHKMV73J84Q368L', 0953, 0003),
('TEFJVI96G02K810Z', 0954, 0001),
('AOHKMV73J84Q368L', 0954, 0002),
('IGXEDP10I73J564L', 0955, 0001),
('IGXEDP10I73J564L', 0955, 0002),
('AOHKMV73J84Q368L', 0956, 0001),
('AOHKMV73J84Q368L', 0956, 0002),
('AOHKMV73J84Q368L', 0956, 0003),
('AOHKMV73J84Q368L', 0957, 0001),
('AOHKMV73J84Q368L', 0957, 0002),
('IOVYGZ84G25I235Q', 0958, 0001),
('CTJOVK64H91O146H', 0958, 0002),
('NKXZYL65D42E238A', 0958, 0003),
('WNHIUA46T09L765U', 0959, 0001),
('CGPMNF06K15T392P', 0959, 0002),
('KNOYAI45L56R691S', 0960, 0001),
('TEFJVI96G02K810Z', 0961, 0001),
('TEFJVI96G02K810Z', 0961, 0002),
('NKXZYL65D42E238A', 0962, 0001),
('AOHKMV73J84Q368L', 0963, 0001),
('IGXEDP10I73J564L', 0964, 0001),
('IGXEDP10I73J564L', 0964, 0002),
('CTJOVK64H91O146H', 0965, 0001),
('IGXEDP10I73J564L', 0966, 0001),
('NKXZYL65D42E238A', 0967, 0001),
('NKXZYL65D42E238A', 0967, 0002),
('IOVYGZ84G25I235Q', 0968, 0001),
('NKXZYL65D42E238A', 0968, 0002),
('AOHKMV73J84Q368L', 0969, 0001),
('AOHKMV73J84Q368L', 0969, 0002),
('AOHKMV73J84Q368L', 0970, 0001),
('AOHKMV73J84Q368L', 0970, 0002),
('AOHKMV73J84Q368L', 0971, 0001),
('AOHKMV73J84Q368L', 0971, 0002),
('IGXEDP10I73J564L', 0972, 0001),
('XCATMI90N20B604S', 0973, 0001),
('TEFJVI96G02K810Z', 0974, 0001),
('KNOYAI45L56R691S', 0974, 0002),
('AOHKMV73J84Q368L', 0974, 0003),
('UJHLTI86P60P714M', 0975, 0001),
('VGYBUT84J41H814C', 0975, 0002),
('IGXEDP10I73J564L', 0976, 0001),
('IGXEDP10I73J564L', 0976, 0002),
('AOHKMV73J84Q368L', 0977, 0001),
('AOHKMV73J84Q368L', 0977, 0002),
('AOHKMV73J84Q368L', 0977, 0003),
('AOHKMV73J84Q368L', 0978, 0001),
('IGXEDP10I73J564L', 0979, 0001),
('IGXEDP10I73J564L', 0979, 0002),
('NKXZYL65D42E238A', 0980, 0001),
('CTJOVK64H91O146H', 0980, 0002),
('IOVYGZ84G25I235Q', 0980, 0003),
('GLIMAV29E31B520O', 0981, 0001),
('UJHLTI86P60P714M', 0981, 0002),
('IGXEDP10I73J564L', 0982, 0001),
('IGXEDP10I73J564L', 0982, 0002),
('IGXEDP10I73J564L', 0982, 0003),
('UJHLTI86P60P714M', 0983, 0001),
('TWAJOK98R58Y714P', 0983, 0002),
('VGYBUT84J41H814C', 0983, 0003),
('GLIMAV29E31B520O', 0984, 0001),
('CTJOVK64H91O146H', 0984, 0002),
('XKDCTP56B47P209H', 0985, 0001),
('XKDCTP56B47P209H', 0985, 0002),
('AOHKMV73J84Q368L', 0986, 0001),
('AOHKMV73J84Q368L', 0986, 0002),
('UJHLTI86P60P714M', 0987, 0001),
('NKXZYL65D42E238A', 0988, 0001),
('CTJOVK64H91O146H', 0988, 0002),
('XKDCTP56B47P209H', 0989, 0001),
('XKDCTP56B47P209H', 0989, 0002),
('NKXZYL65D42E238A', 0989, 0003),
('NKXZYL65D42E238A', 0990, 0001),
('XKDCTP56B47P209H', 0990, 0002),
('XKDCTP56B47P209H', 0990, 0003),
('IGXEDP10I73J564L', 0991, 0001),
('IGXEDP10I73J564L', 0991, 0002),
('IGXEDP10I73J564L', 0991, 0003),
('IGXEDP10I73J564L', 0992, 0001),
('IGXEDP10I73J564L', 0992, 0002),
('IGXEDP10I73J564L', 0992, 0003),
('VGYBUT84J41H814C', 0993, 0001),
('AOHKMV73J84Q368L', 0994, 0001),
('AOHKMV73J84Q368L', 0995, 0001),
('CGPMNF06K15T392P', 0996, 0001),
('VGYBUT84J41H814C', 0996, 0002),
('IGXEDP10I73J564L', 0997, 0001),
('IGXEDP10I73J564L', 0998, 0001),
('AOHKMV73J84Q368L', 0999, 0001),
('UJHLTI86P60P714M', 1000, 0001),
('WNHIUA46T09L765U', 1000, 0002),
('KNOYAI45L56R691S', 1001, 0001),
('IGXEDP10I73J564L', 1002, 0001),
('IGXEDP10I73J564L', 1002, 0002),
('IGXEDP10I73J564L', 1002, 0003),
('NKXZYL65D42E238A', 1003, 0001),
('XCATMI90N20B604S', 1003, 0002),
('NKXZYL65D42E238A', 1003, 0003),
('TEFJVI96G02K810Z', 1004, 0001),
('TEFJVI96G02K810Z', 1004, 0002),
('AOHKMV73J84Q368L', 1004, 0003),
('GLIMAV29E31B520O', 1005, 0001),
('KNOYAI45L56R691S', 1006, 0001),
('NKXZYL65D42E238A', 1007, 0001),
('XCATMI90N20B604S', 1008, 0001),
('XKDCTP56B47P209H', 1008, 0002),
('XCATMI90N20B604S', 1008, 0003),
('IOVYGZ84G25I235Q', 1009, 0001),
('IOVYGZ84G25I235Q', 1009, 0002),
('IOVYGZ84G25I235Q', 1009, 0003),
('AOHKMV73J84Q368L', 1010, 0001),
('CTJOVK64H91O146H', 1011, 0001),
('WNHIUA46T09L765U', 1011, 0002),
('AOHKMV73J84Q368L', 1012, 0001),
('WNHIUA46T09L765U', 1013, 0001),
('WNHIUA46T09L765U', 1014, 0001),
('CTJOVK64H91O146H', 1014, 0002),
('CTJOVK64H91O146H', 1015, 0001),
('IOVYGZ84G25I235Q', 1015, 0002),
('IOVYGZ84G25I235Q', 1016, 0001),
('NKXZYL65D42E238A', 1016, 0002),
('XKDCTP56B47P209H', 1017, 0001),
('AOHKMV73J84Q368L', 1018, 0001),
('AOHKMV73J84Q368L', 1018, 0002),
('IGXEDP10I73J564L', 1019, 0001),
('VGYBUT84J41H814C', 1020, 0001),
('TWAJOK98R58Y714P', 1020, 0002),
('WNHIUA46T09L765U', 1020, 0003),
('AOHKMV73J84Q368L', 1021, 0001),
('AOHKMV73J84Q368L', 1021, 0002),
('IGXEDP10I73J564L', 1022, 0001),
('IGXEDP10I73J564L', 1022, 0002),
('WNHIUA46T09L765U', 1023, 0001),
('AOHKMV73J84Q368L', 1024, 0001),
('KNOYAI45L56R691S', 1024, 0002),
('TEFJVI96G02K810Z', 1024, 0003),
('AOHKMV73J84Q368L', 1025, 0001),
('AOHKMV73J84Q368L', 1025, 0002),
('AOHKMV73J84Q368L', 1025, 0003),
('KNOYAI45L56R691S', 1026, 0001),
('KNOYAI45L56R691S', 1027, 0001),
('TEFJVI96G02K810Z', 1027, 0002),
('GLIMAV29E31B520O', 1028, 0001),
('AOHKMV73J84Q368L', 1029, 0001),
('AOHKMV73J84Q368L', 1030, 0001),
('CTJOVK64H91O146H', 1031, 0001),
('UJHLTI86P60P714M', 1031, 0002),
('KNOYAI45L56R691S', 1032, 0001),
('KNOYAI45L56R691S', 1032, 0002),
('IGXEDP10I73J564L', 1033, 0001),
('KNOYAI45L56R691S', 1034, 0001),
('TEFJVI96G02K810Z', 1034, 0002),
('TEFJVI96G02K810Z', 1034, 0003),
('XKDCTP56B47P209H', 1035, 0001),
('XCATMI90N20B604S', 1035, 0002),
('XCATMI90N20B604S', 1035, 0003),
('CGPMNF06K15T392P', 1036, 0001),
('CTJOVK64H91O146H', 1036, 0002),
('GLIMAV29E31B520O', 1036, 0003),
('CTJOVK64H91O146H', 1037, 0001),
('TWAJOK98R58Y714P', 1037, 0002),
('VGYBUT84J41H814C', 1037, 0003),
('WNHIUA46T09L765U', 1038, 0001),
('VGYBUT84J41H814C', 1038, 0002),
('GLIMAV29E31B520O', 1038, 0003),
('IOVYGZ84G25I235Q', 1039, 0001),
('NKXZYL65D42E238A', 1039, 0002),
('NKXZYL65D42E238A', 1040, 0001),
('CTJOVK64H91O146H', 1040, 0002),
('CTJOVK64H91O146H', 1040, 0003),
('KNOYAI45L56R691S', 1041, 0001),
('AOHKMV73J84Q368L', 1041, 0002),
('NKXZYL65D42E238A', 1042, 0001),
('CTJOVK64H91O146H', 1042, 0002),
('UJHLTI86P60P714M', 1043, 0001),
('CGPMNF06K15T392P', 1043, 0002),
('GLIMAV29E31B520O', 1043, 0003),
('NKXZYL65D42E238A', 1044, 0001),
('NKXZYL65D42E238A', 1044, 0002),
('GLIMAV29E31B520O', 1045, 0001),
('XKDCTP56B47P209H', 1046, 0001),
('NKXZYL65D42E238A', 1046, 0002),
('XCATMI90N20B604S', 1046, 0003),
('CTJOVK64H91O146H', 1047, 0001),
('CTJOVK64H91O146H', 1047, 0002),
('CTJOVK64H91O146H', 1047, 0003),
('AOHKMV73J84Q368L', 1048, 0001),
('XCATMI90N20B604S', 1049, 0001),
('XCATMI90N20B604S', 1049, 0002),
('IGXEDP10I73J564L', 1050, 0001),
('AOHKMV73J84Q368L', 1051, 0001),
('AOHKMV73J84Q368L', 1051, 0002),
('AOHKMV73J84Q368L', 1051, 0003),
('IGXEDP10I73J564L', 1052, 0001),
('IGXEDP10I73J564L', 1052, 0002),
('IOVYGZ84G25I235Q', 1053, 0001),
('CGPMNF06K15T392P', 1054, 0001),
('WNHIUA46T09L765U', 1054, 0002),
('IOVYGZ84G25I235Q', 1055, 0001),
('CTJOVK64H91O146H', 1055, 0002),
('TEFJVI96G02K810Z', 1056, 0001),
('NKXZYL65D42E238A', 1057, 0001),
('XCATMI90N20B604S', 1057, 0002),
('AOHKMV73J84Q368L', 1058, 0001),
('AOHKMV73J84Q368L', 1058, 0002),
('IGXEDP10I73J564L', 1059, 0001),
('IGXEDP10I73J564L', 1059, 0002),
('AOHKMV73J84Q368L', 1060, 0001),
('AOHKMV73J84Q368L', 1060, 0002),
('IGXEDP10I73J564L', 1061, 0001),
('XCATMI90N20B604S', 1062, 0001),
('XKDCTP56B47P209H', 1062, 0002),
('IGXEDP10I73J564L', 1063, 0001),
('IGXEDP10I73J564L', 1063, 0002),
('IGXEDP10I73J564L', 1063, 0003),
('KNOYAI45L56R691S', 1064, 0001),
('AOHKMV73J84Q368L', 1064, 0002),
('KNOYAI45L56R691S', 1064, 0003),
('NKXZYL65D42E238A', 1065, 0001),
('IGXEDP10I73J564L', 1066, 0001),
('IGXEDP10I73J564L', 1066, 0002),
('IGXEDP10I73J564L', 1066, 0003),
('IGXEDP10I73J564L', 1067, 0001),
('IGXEDP10I73J564L', 1067, 0002),
('CTJOVK64H91O146H', 1068, 0001),
('NKXZYL65D42E238A', 1068, 0002),
('IGXEDP10I73J564L', 1069, 0001),
('IGXEDP10I73J564L', 1069, 0002),
('AOHKMV73J84Q368L', 1070, 0001),
('AOHKMV73J84Q368L', 1070, 0002),
('AOHKMV73J84Q368L', 1070, 0003),
('WNHIUA46T09L765U', 1071, 0001),
('VGYBUT84J41H814C', 1071, 0002),
('XCATMI90N20B604S', 1072, 0001),
('XCATMI90N20B604S', 1073, 0001),
('XKDCTP56B47P209H', 1074, 0001),
('XKDCTP56B47P209H', 1074, 0002),
('XKDCTP56B47P209H', 1075, 0001),
('CGPMNF06K15T392P', 1076, 0001),
('KNOYAI45L56R691S', 1077, 0001),
('GLIMAV29E31B520O', 1078, 0001),
('WNHIUA46T09L765U', 1078, 0002),
('NKXZYL65D42E238A', 1079, 0001),
('XKDCTP56B47P209H', 1079, 0002),
('IGXEDP10I73J564L', 1080, 0001),
('IOVYGZ84G25I235Q', 1081, 0001),
('IOVYGZ84G25I235Q', 1081, 0002),
('IOVYGZ84G25I235Q', 1081, 0003),
('TWAJOK98R58Y714P', 1082, 0001),
('TWAJOK98R58Y714P', 1082, 0002),
('WNHIUA46T09L765U', 1083, 0001),
('WNHIUA46T09L765U', 1083, 0002),
('CTJOVK64H91O146H', 1083, 0003),
('AOHKMV73J84Q368L', 1084, 0001),
('AOHKMV73J84Q368L', 1085, 0001),
('TEFJVI96G02K810Z', 1085, 0002),
('IGXEDP10I73J564L', 1086, 0001),
('IGXEDP10I73J564L', 1086, 0002),
('IGXEDP10I73J564L', 1086, 0003),
('TEFJVI96G02K810Z', 1087, 0001),
('IGXEDP10I73J564L', 1088, 0001),
('IGXEDP10I73J564L', 1088, 0002),
('AOHKMV73J84Q368L', 1089, 0001),
('AOHKMV73J84Q368L', 1089, 0002),
('AOHKMV73J84Q368L', 1089, 0003),
('AOHKMV73J84Q368L', 1090, 0001),
('AOHKMV73J84Q368L', 1090, 0002),
('AOHKMV73J84Q368L', 1091, 0001),
('IGXEDP10I73J564L', 1092, 0001),
('IGXEDP10I73J564L', 1092, 0002),
('IGXEDP10I73J564L', 1092, 0003),
('KNOYAI45L56R691S', 1093, 0001),
('TEFJVI96G02K810Z', 1093, 0002),
('CTJOVK64H91O146H', 1094, 0001),
('UJHLTI86P60P714M', 1094, 0002),
('CGPMNF06K15T392P', 1094, 0003),
('CGPMNF06K15T392P', 1095, 0001),
('VGYBUT84J41H814C', 1095, 0002),
('GLIMAV29E31B520O', 1095, 0003),
('VGYBUT84J41H814C', 1096, 0001),
('GLIMAV29E31B520O', 1097, 0001),
('WNHIUA46T09L765U', 1097, 0002),
('UJHLTI86P60P714M', 1097, 0003),
('UJHLTI86P60P714M', 1098, 0001),
('UJHLTI86P60P714M', 1098, 0002),
('VGYBUT84J41H814C', 1098, 0003),
('IGXEDP10I73J564L', 1099, 0001),
('IGXEDP10I73J564L', 1099, 0002),
('WNHIUA46T09L765U', 1100, 0001),
('AOHKMV73J84Q368L', 1101, 0001),
('AOHKMV73J84Q368L', 1101, 0002),
('AOHKMV73J84Q368L', 1102, 0001),
('AOHKMV73J84Q368L', 1102, 0002),
('AOHKMV73J84Q368L', 1103, 0001),
('AOHKMV73J84Q368L', 1103, 0002),
('AOHKMV73J84Q368L', 1103, 0003),
('AOHKMV73J84Q368L', 1104, 0001),
('XKDCTP56B47P209H', 1105, 0001),
('NKXZYL65D42E238A', 1105, 0002),
('XCATMI90N20B604S', 1106, 0001),
('XKDCTP56B47P209H', 1106, 0002),
('IGXEDP10I73J564L', 1107, 0001),
('CTJOVK64H91O146H', 1108, 0001),
('CGPMNF06K15T392P', 1108, 0002),
('VGYBUT84J41H814C', 1109, 0001),
('UJHLTI86P60P714M', 1109, 0002),
('AOHKMV73J84Q368L', 1110, 0001),
('KNOYAI45L56R691S', 1110, 0002),
('AOHKMV73J84Q368L', 1111, 0001),
('AOHKMV73J84Q368L', 1111, 0002),
('AOHKMV73J84Q368L', 1111, 0003),
('IGXEDP10I73J564L', 1112, 0001),
('IGXEDP10I73J564L', 1112, 0002),
('IGXEDP10I73J564L', 1112, 0003),
('TEFJVI96G02K810Z', 1113, 0001),
('IGXEDP10I73J564L', 1114, 0001),
('IGXEDP10I73J564L', 1114, 0002),
('IGXEDP10I73J564L', 1114, 0003),
('NKXZYL65D42E238A', 1115, 0001),
('XCATMI90N20B604S', 1115, 0002),
('AOHKMV73J84Q368L', 1116, 0001),
('AOHKMV73J84Q368L', 1116, 0002),
('TWAJOK98R58Y714P', 1117, 0001),
('XCATMI90N20B604S', 1118, 0001),
('CTJOVK64H91O146H', 1119, 0001),
('XKDCTP56B47P209H', 1120, 0001),
('XKDCTP56B47P209H', 1120, 0002),
('NKXZYL65D42E238A', 1120, 0003),
('IGXEDP10I73J564L', 1121, 0001),
('IGXEDP10I73J564L', 1121, 0002),
('UJHLTI86P60P714M', 1122, 0001),
('GLIMAV29E31B520O', 1122, 0002),
('VGYBUT84J41H814C', 1122, 0003),
('IGXEDP10I73J564L', 1123, 0001),
('IGXEDP10I73J564L', 1123, 0002),
('IGXEDP10I73J564L', 1123, 0003),
('CTJOVK64H91O146H', 1124, 0001),
('NKXZYL65D42E238A', 1124, 0002),
('IOVYGZ84G25I235Q', 1124, 0003),
('NKXZYL65D42E238A', 1125, 0001),
('CTJOVK64H91O146H', 1125, 0002),
('IGXEDP10I73J564L', 1126, 0001),
('IGXEDP10I73J564L', 1126, 0002),
('IGXEDP10I73J564L', 1126, 0003),
('IOVYGZ84G25I235Q', 1127, 0001),
('CTJOVK64H91O146H', 1127, 0002),
('TEFJVI96G02K810Z', 1128, 0001),
('TEFJVI96G02K810Z', 1128, 0002),
('TEFJVI96G02K810Z', 1128, 0003),
('AOHKMV73J84Q368L', 1129, 0001),
('AOHKMV73J84Q368L', 1129, 0002),
('IOVYGZ84G25I235Q', 1130, 0001),
('CTJOVK64H91O146H', 1130, 0002),
('IOVYGZ84G25I235Q', 1130, 0003),
('CTJOVK64H91O146H', 1131, 0001),
('NKXZYL65D42E238A', 1131, 0002),
('CTJOVK64H91O146H', 1131, 0003),
('IGXEDP10I73J564L', 1132, 0001),
('AOHKMV73J84Q368L', 1133, 0001),
('IOVYGZ84G25I235Q', 1134, 0001),
('NKXZYL65D42E238A', 1134, 0002),
('CTJOVK64H91O146H', 1134, 0003),
('CTJOVK64H91O146H', 1135, 0001),
('GLIMAV29E31B520O', 1135, 0002),
('UJHLTI86P60P714M', 1135, 0003),
('AOHKMV73J84Q368L', 1136, 0001),
('AOHKMV73J84Q368L', 1136, 0002),
('TWAJOK98R58Y714P', 1137, 0001),
('GLIMAV29E31B520O', 1137, 0002),
('GLIMAV29E31B520O', 1137, 0003),
('AOHKMV73J84Q368L', 1138, 0001),
('AOHKMV73J84Q368L', 1138, 0002),
('AOHKMV73J84Q368L', 1138, 0003),
('KNOYAI45L56R691S', 1139, 0001),
('TEFJVI96G02K810Z', 1139, 0002),
('IGXEDP10I73J564L', 1140, 0001),
('IGXEDP10I73J564L', 1140, 0002),
('AOHKMV73J84Q368L', 1141, 0001),
('AOHKMV73J84Q368L', 1141, 0002),
('AOHKMV73J84Q368L', 1141, 0003),
('NKXZYL65D42E238A', 1142, 0001),
('NKXZYL65D42E238A', 1142, 0002),
('NKXZYL65D42E238A', 1143, 0001),
('XCATMI90N20B604S', 1143, 0002),
('XCATMI90N20B604S', 1143, 0003),
('IGXEDP10I73J564L', 1144, 0001),
('IGXEDP10I73J564L', 1144, 0002),
('AOHKMV73J84Q368L', 1145, 0001),
('AOHKMV73J84Q368L', 1145, 0002),
('NKXZYL65D42E238A', 1146, 0001),
('NKXZYL65D42E238A', 1146, 0002),
('NKXZYL65D42E238A', 1146, 0003),
('TWAJOK98R58Y714P', 1147, 0001),
('NKXZYL65D42E238A', 1148, 0001),
('NKXZYL65D42E238A', 1148, 0002),
('CTJOVK64H91O146H', 1148, 0003),
('IOVYGZ84G25I235Q', 1149, 0001),
('NKXZYL65D42E238A', 1149, 0002),
('NKXZYL65D42E238A', 1149, 0003),
('CTJOVK64H91O146H', 1150, 0001),
('NKXZYL65D42E238A', 1150, 0002),
('AOHKMV73J84Q368L', 1151, 0001),
('AOHKMV73J84Q368L', 1151, 0002),
('AOHKMV73J84Q368L', 1151, 0003),
('IGXEDP10I73J564L', 1152, 0001),
('IGXEDP10I73J564L', 1152, 0002),
('AOHKMV73J84Q368L', 1153, 0001),
('KNOYAI45L56R691S', 1154, 0001),
('KNOYAI45L56R691S', 1154, 0002),
('CTJOVK64H91O146H', 1155, 0001),
('IOVYGZ84G25I235Q', 1155, 0002),
('IOVYGZ84G25I235Q', 1155, 0003),
('XCATMI90N20B604S', 1156, 0001),
('XCATMI90N20B604S', 1156, 0002),
('XCATMI90N20B604S', 1156, 0003),
('IGXEDP10I73J564L', 1157, 0001),
('IGXEDP10I73J564L', 1158, 0001),
('IGXEDP10I73J564L', 1158, 0002),
('IOVYGZ84G25I235Q', 1159, 0001),
('TWAJOK98R58Y714P', 1160, 0001),
('GLIMAV29E31B520O', 1160, 0002),
('IGXEDP10I73J564L', 1161, 0001),
('XKDCTP56B47P209H', 1162, 0001),
('NKXZYL65D42E238A', 1162, 0002),
('XCATMI90N20B604S', 1162, 0003),
('CTJOVK64H91O146H', 1163, 0001),
('TEFJVI96G02K810Z', 1164, 0001),
('NKXZYL65D42E238A', 1165, 0001),
('IOVYGZ84G25I235Q', 1165, 0002),
('CTJOVK64H91O146H', 1165, 0003),
('IGXEDP10I73J564L', 1166, 0001),
('IGXEDP10I73J564L', 1166, 0002),
('IGXEDP10I73J564L', 1166, 0003),
('KNOYAI45L56R691S', 1167, 0001),
('TEFJVI96G02K810Z', 1167, 0002),
('KNOYAI45L56R691S', 1167, 0003),
('IGXEDP10I73J564L', 1168, 0001),
('IGXEDP10I73J564L', 1168, 0002),
('IGXEDP10I73J564L', 1168, 0003),
('AOHKMV73J84Q368L', 1169, 0001),
('KNOYAI45L56R691S', 1169, 0002),
('AOHKMV73J84Q368L', 1170, 0001),
('XKDCTP56B47P209H', 1171, 0001),
('XKDCTP56B47P209H', 1171, 0002),
('AOHKMV73J84Q368L', 1172, 0001),
('TEFJVI96G02K810Z', 1172, 0002),
('AOHKMV73J84Q368L', 1172, 0003),
('XKDCTP56B47P209H', 1173, 0001),
('IGXEDP10I73J564L', 1174, 0001),
('IGXEDP10I73J564L', 1174, 0002),
('TEFJVI96G02K810Z', 1175, 0001),
('TEFJVI96G02K810Z', 1175, 0002),
('TEFJVI96G02K810Z', 1175, 0003),
('AOHKMV73J84Q368L', 1176, 0001),
('TEFJVI96G02K810Z', 1176, 0002),
('AOHKMV73J84Q368L', 1176, 0003),
('AOHKMV73J84Q368L', 1177, 0001),
('IGXEDP10I73J564L', 1178, 0001),
('IGXEDP10I73J564L', 1178, 0002),
('IGXEDP10I73J564L', 1178, 0003),
('AOHKMV73J84Q368L', 1179, 0001),
('AOHKMV73J84Q368L', 1179, 0002),
('AOHKMV73J84Q368L', 1179, 0003),
('CTJOVK64H91O146H', 1180, 0001),
('TWAJOK98R58Y714P', 1180, 0002),
('GLIMAV29E31B520O', 1180, 0003),
('KNOYAI45L56R691S', 1181, 0001),
('IGXEDP10I73J564L', 1182, 0001),
('IGXEDP10I73J564L', 1182, 0002),
('IGXEDP10I73J564L', 1182, 0003),
('IGXEDP10I73J564L', 1183, 0001),
('IGXEDP10I73J564L', 1183, 0002),
('IGXEDP10I73J564L', 1183, 0003),
('TEFJVI96G02K810Z', 1184, 0001),
('IOVYGZ84G25I235Q', 1185, 0001),
('IOVYGZ84G25I235Q', 1185, 0002),
('AOHKMV73J84Q368L', 1186, 0001),
('AOHKMV73J84Q368L', 1186, 0002),
('AOHKMV73J84Q368L', 1186, 0003),
('UJHLTI86P60P714M', 1187, 0001),
('UJHLTI86P60P714M', 1187, 0002),
('XCATMI90N20B604S', 1188, 0001),
('IGXEDP10I73J564L', 1189, 0001),
('TWAJOK98R58Y714P', 1190, 0001),
('VGYBUT84J41H814C', 1190, 0002),
('UJHLTI86P60P714M', 1190, 0003),
('AOHKMV73J84Q368L', 1191, 0001),
('AOHKMV73J84Q368L', 1191, 0002),
('CTJOVK64H91O146H', 1192, 0001),
('IGXEDP10I73J564L', 1193, 0001),
('XKDCTP56B47P209H', 1194, 0001),
('XCATMI90N20B604S', 1194, 0002),
('IGXEDP10I73J564L', 1195, 0001),
('IGXEDP10I73J564L', 1195, 0002),
('IGXEDP10I73J564L', 1195, 0003),
('GLIMAV29E31B520O', 1196, 0001),
('UJHLTI86P60P714M', 1196, 0002),
